genome_refseq_accession,protein_name,protein_refseq_accession
GCF_011100685.1,CACNA1A,XP_038311027.1
GCF_011100685.1,CACNA1A,XP_038284349.1
GCF_001890085.2,CACNA1A,XP_019519684.1
GCF_011764305.1,CACNA1A,XP_044939234.1
GCF_011100685.1,CACNA1A,XP_038284347.1
GCF_011100685.1,CACNA1A,XP_038311024.1
GCF_001890085.2,CACNA1A,XP_019519696.1
GCF_009762305.2,CACNA1A,XP_027442161.1
GCF_011764305.1,CACNA1A,XP_044939224.1
GCF_011100685.1,CACNA1A,XP_038311023.1
GCF_011764305.1,CACNA1A,XP_044939212.1
GCF_011100685.1,CACNA1A,XP_038284346.1
GCF_011764305.1,CACNA1A,XP_044939211.1
GCF_009762305.2,CACNA1A,XP_027442164.1
GCF_011764305.1,CACNA1A,XP_044939207.1
GCF_001890085.2,CACNA1A,XP_019519690.1
GCF_011764305.1,CACNA1A,XP_044939191.1
GCF_018350175.1,CACNA1A,XP_044902544.1
GCF_001890085.2,CACNA1A,XP_019519685.1
GCF_011100685.1,CACNA1A,XP_038284348.1
GCF_011100685.1,CACNA1A,XP_038311025.1
GCF_011764305.1,CACNA1A,XP_044939231.1
GCF_018350175.1,CACNA1A,XP_023101889.1
GCF_011764305.1,CACNA1A,XP_044939216.1
GCF_023065955.2,CACNA1A,XP_026343904.2
GCF_001890085.2,CACNA1A,XP_019519694.1
GCF_018350175.1,CACNA1A,XP_044902533.1
GCF_011764305.1,CACNA1A,XP_044939201.1
GCF_014176215.1,CACNA1A,XP_016017548.1
GCF_011764305.1,CACNA1A,XP_044939255.1
GCF_011764305.1,CACNA1A,XP_044939190.1
GCF_018350175.1,CACNA1A,XP_044902514.1
GCF_014176215.1,CACNA1A,KAF6400524.1
GCF_014176215.1,CACNA1A,XP_016017547.1
GCF_018350175.1,CACNA1A,XP_044902538.1
GCF_014176215.1,CACNA1A,XP_016017542.1
GCF_014176215.1,CACNA1A,XP_016017553.1
GCF_014176215.1,CACNA1A,XP_016017544.1
GCF_018350175.1,CACNA1A,XP_044902535.1
GCF_011764305.1,CACNA1A,XP_044939235.1
GCF_014176215.1,CACNA1A,XP_016017545.1
GCF_014176215.1,CACNA1A,KAF6400526.1
GCF_014176215.1,CACNA1A,XP_016017541.1
GCF_014176215.1,CACNA1A,XP_016017538.1
GCF_014176215.1,CACNA1A,KAF6400521.1
GCF_018350175.1,CACNA1A,XP_044902529.1
GCF_018350175.1,CACNA1A,XP_044902525.1
GCF_018350175.1,CACNA1A,XP_044902518.1
GCF_018350175.1,CACNA1A,XP_044902516.1
GCF_014176215.1,CACNA1A,KAF6400518.1
GCF_011764305.1,CACNA1A,XP_044939245.1
GCF_018350175.1,CACNA1A,XP_044902548.1
GCF_014176215.1,CACNA1A,XP_016017546.1
GCF_014176215.1,CACNA1A,XP_016017543.1
GCF_014176215.1,CACNA1A,XP_016017540.1
GCF_014176215.1,CACNA1A,KAF6400528.1
GCF_014176215.1,CACNA1A,XP_016017549.1
GCF_014176215.1,CACNA1A,XP_016017552.1
GCF_014176215.1,CACNA1A,XP_016017550.1
GCF_014176215.1,CACNA1A,KAF6400517.1
GCF_014176215.1,CACNA1A,KAF6400523.1
GCF_014176215.1,CACNA1A,XP_016017555.1
GCF_014176215.1,CACNA1A,XP_016017556.1
GCF_001890085.2,CACNA1A,XP_019519697.1
GCF_009762305.2,CACNA1A,XP_027442165.1
GCF_014176215.1,CACNA1A,KAF6400527.1
GCF_011100685.1,CACNA1A,XP_038284351.1
GCF_014176215.1,CACNA1A,KAF6400529.1
GCF_009762305.2,CACNA1A,XP_035577912.1
GCF_014176215.1,CACNA1A,KAF6400516.1
GCF_014176215.1,CACNA1A,XP_016017557.1
GCF_014176215.1,CACNA1A,KAF6400520.1
GCF_014176215.1,CACNA1A,KAF6400519.1
GCF_018350175.1,CACNA1A,XP_044902559.1
GCF_014176215.1,CACNA1A,KAF6400515.1
GCF_011764305.1,CACNA1A,XP_044939266.1
GCF_014108235.1,CACNA1A,XP_036158706.1
GCF_014108235.1,CACNA1A,KAF6272813.1
GCF_015220235.1,CACNA1A,XP_037674031.1
GCF_014176215.1,CACNA1A,KAF6400525.1
GCF_003426925.1,CACNA1A,XP_026255371.1
GCF_003426925.1,CACNA1A,XP_026255373.1
GCF_003426925.1,CACNA1A,XP_026255372.1
GCF_014108235.1,CACNA1A,KAF6272811.1
GCF_014108235.1,CACNA1A,KAF6272812.1
GCF_014108235.1,CACNA1A,XP_036158704.1
GCF_014570535.1,CACNA1A,XP_036878473.1
GCF_014570535.1,CACNA1A,XP_036878467.1
GCF_014108235.1,CACNA1A,XP_036158703.1
GCF_014108235.1,CACNA1A,KAF6272808.1
GCF_014570535.1,CACNA1A,XP_036878462.1
GCF_014570535.1,CACNA1A,XP_036878465.1
GCF_014570535.1,CACNA1A,XP_036878459.1
GCF_014108235.1,CACNA1A,XP_036158705.1
GCF_000247695.1,CACNA1A,XP_004872489.1
GCF_014570535.1,CACNA1A,XP_036878466.1
GCF_000247695.1,CACNA1A,XP_021106095.1
GCF_000247695.1,CACNA1A,XP_021106094.1
GCF_014570535.1,CACNA1A,XP_036878463.1
GCF_014570535.1,CACNA1A,XP_036878461.1
GCF_014570535.1,CACNA1A,XP_036878464.1
GCF_000247695.1,CACNA1A,XP_012923837.1
GCF_014570535.1,CACNA1A,XP_036878460.1
GCF_014570535.1,CACNA1A,XP_036878458.1
GCF_014108235.1,CACNA1A,KAF6272810.1
GCF_000247695.1,CACNA1A,XP_021106089.1
GCF_014570535.1,CACNA1A,XP_036878469.1
GCF_000247695.1,CACNA1A,XP_004872488.1
GCF_000247695.1,CACNA1A,XP_021106096.1
GCF_000247695.1,CACNA1A,XP_021106092.1
GCF_000247695.1,CACNA1A,XP_021106091.1
GCF_000247695.1,CACNA1A,XP_021106093.1
GCF_000247695.1,CACNA1A,XP_021106090.1
GCF_000247695.1,CACNA1A,XP_021106088.1
GCF_014570535.1,CACNA1A,XP_036878468.1
GCF_002863925.1,CACNA1A,XP_023501040.1
GCF_001890085.2,CACNA1A,XP_019519698.1
GCF_002863925.1,CACNA1A,XP_023501036.1
GCF_002863925.1,CACNA1A,XP_023501035.1
GCF_002863925.1,CACNA1A,XP_023501038.1
GCF_002863925.1,CACNA1A,XP_023501037.1
GCF_000247695.1,CACNA1A,XP_021106097.1
GCF_002863925.1,CACNA1A,XP_023501039.1
GCF_014176215.1,CACNA1A,XP_016017558.1
GCF_018350175.1,CACNA1A,XP_044902564.1
GCF_027887165.1,CACNA1A,XP_001366813.2
GCF_018350175.1,CACNA1A,XP_044902552.1
GCF_027887165.1,CACNA1A,XP_007489170.1
GCF_902635505.1,CACNA1A,XP_031803536.1
GCF_006547405.1,CACNA1A,XP_030736278.1
GCF_011100635.1,CACNA1A,XP_036611878.1
GCF_027887165.1,CACNA1A,XP_007489172.1
GCF_027595985.1,CACNA1A,XP_054982188.1
GCF_027887165.1,CACNA1A,XP_007489167.1
GCF_027887165.1,CACNA1A,XP_007489171.1
GCF_002099425.1,CACNA1A,XP_020850696.1
GCF_027595985.1,CACNA1A,XP_054982190.1
GCF_902635505.1,CACNA1A,XP_031803535.1
GCF_027887165.1,CACNA1A,XP_007489159.1
GCF_014570535.1,CACNA1A,KAI5935561.1
GCF_027595985.1,CACNA1A,XP_054982189.1
GCF_027887165.1,CACNA1A,XP_007489169.1
GCF_011100635.1,CACNA1A,XP_036611868.1
GCF_027887165.1,CACNA1A,XP_007489165.1
GCF_027887165.1,CACNA1A,XP_007489166.1
GCF_027887165.1,CACNA1A,XP_007489164.1
GCF_027887165.1,CACNA1A,XP_007489162.1
GCF_027595985.1,CACNA1A,XP_054982187.1
GCF_027887165.1,CACNA1A,XP_007489160.1
GCF_027887165.1,CACNA1A,XP_007489157.1
GCF_027887165.1,CACNA1A,XP_007489163.1
GCF_027887165.1,CACNA1A,XP_007489161.1
GCF_027887165.1,CACNA1A,XP_007489168.1
GCF_004115215.2,CACNA1A,XP_028908486.2
GCF_004115215.2,CACNA1A,XP_039766380.1
GCF_004115215.2,CACNA1A,XP_039766381.1
GCF_004115215.2,CACNA1A,XP_028908480.2
GCF_004115215.2,CACNA1A,XP_028908488.1
GCF_004115215.2,CACNA1A,XP_028908483.2
GCF_004115215.2,CACNA1A,XP_028908481.2
GCF_004115215.2,CACNA1A,XP_028908485.2
GCF_004115215.2,CACNA1A,XP_028908479.2
GCF_004115215.2,CACNA1A,XP_039766382.1
GCF_015220235.1,CACNA1A,XP_037674023.1
GCF_015220235.1,CACNA1A,XP_037674024.1
GCF_015220235.1,CACNA1A,XP_037674020.1
GCF_015220235.1,CACNA1A,XP_037674022.1
GCF_015220235.1,CACNA1A,XP_037674027.1
GCF_015220235.1,CACNA1A,XP_037674025.1
GCF_015852505.1,CACNA1A,XP_038627389.1
GCF_023159225.1,CACNA1A,XP_048198376.1
GCF_002204375.1,CACNA1A,XP_021487903.1
GCF_902635505.1,CACNA1A,XP_031803519.1
GCF_015220235.1,CACNA1A,XP_037674026.1
GCF_027887165.1,CACNA1A,XP_007489173.1
GCF_902635505.1,CACNA1A,XP_031803528.1
GCF_014570535.1,CACNA1A,XP_036878474.1
GCF_000001635.27,CACNA1A,XP_006530663.1
GCF_902635505.1,CACNA1A,XP_031803529.1
GCF_902635505.1,CACNA1A,XP_031803523.1
GCF_000001635.27,CACNA1A,XP_006530661.1
GCF_902635505.1,CACNA1A,XP_031803522.1
GCF_902635505.1,CACNA1A,XP_031803527.1
GCF_014570535.1,CACNA1A,XP_036878470.1
GCF_000001635.27,CACNA1A,XP_006530656.1
GCF_902635505.1,CACNA1A,XP_031803518.1
GCF_902635505.1,CACNA1A,XP_031803520.1
GCF_000001635.27,CACNA1A,XP_006530659.1
GCF_902635505.1,CACNA1A,XP_031803525.1
GCF_000001635.27,CACNA1A,XP_006530651.1
GCF_902635505.1,CACNA1A,XP_031803521.1
GCF_902635505.1,CACNA1A,XP_031803524.1
GCF_902635505.1,CACNA1A,XP_031803531.1
GCF_002863925.1,CACNA1A,XP_023501041.1
GCF_000001635.27,CACNA1A,XP_006530662.1
GCF_000001635.27,CACNA1A,XP_006530660.1
GCF_000001635.27,CACNA1A,NP_031604.3
GCF_000001635.27,CACNA1A,XP_006530655.1
GCF_000001635.27,CACNA1A,BAE27823.1
GCF_000001635.27,CACNA1A,XP_006530654.1
GCF_000001635.27,CACNA1A,XP_006530658.1
GCF_000001635.27,CACNA1A,XP_030099120.1
GCF_000001635.27,CACNA1A,AAW56205.1
GCF_000001635.27,CACNA1A,XP_006530652.1
GCF_000001635.27,CACNA1A,XP_006530650.1
GCF_000001635.27,CACNA1A,XP_006530657.1
GCF_000001635.27,CACNA1A,XP_006530653.1
GCF_902635505.1,CACNA1A,XP_031803530.1
GCF_000001635.27,CACNA1A,XP_036009625.1
GCF_000001635.27,CACNA1A,NP_001238989.1
GCF_000001635.27,CACNA1A,EDL10946.1
GCF_000001635.27,CACNA1A,BAB85611.1
GCF_000001635.27,CACNA1A,XP_006530664.1
GCF_000001635.27,CACNA1A,XP_011246587.1
GCF_902635505.1,CACNA1A,XP_031803532.1
GCF_017639785.1,CACNA1A,XP_040592726.1
GCF_027595985.1,CACNA1A,XP_054982191.1
GCF_000622305.1,CACNA1A,XP_029413227.1
GCF_015220235.1,CACNA1A,XP_037674028.1
GCF_000001635.27,CACNA1A,XP_006530665.1
GCF_000001635.27,CACNA1A,AAC52940.1
GCF_000247695.1,CACNA1A,XP_021106098.1
GCF_000001635.27,CACNA1A,NP_001238990.1
GCF_902635505.1,CACNA1A,XP_031803533.1
GCF_000001635.27,CACNA1A,EDL10945.1
GCF_027887165.1,CACNA1A,XP_007489174.1
GCF_000001635.27,CACNA1A,BAB85612.1
GCF_000001635.27,CACNA1A,XP_006530666.1
GCF_000001635.27,CACNA1A,BAE27814.1
GCF_000001635.27,CACNA1A,NP_001238988.1
GCF_000001635.27,CACNA1A,XP_030099122.1
GCF_015220235.1,CACNA1A,XP_037674030.1
GCF_000001635.27,CACNA1A,XP_030099121.1
GCF_004115215.2,CACNA1A,XP_028908489.2
GCF_004115215.2,CACNA1A,XP_028908492.2
GCF_019393635.1,CACNA1A,XP_043831658.1
GCF_014570535.1,CACNA1A,XP_036878471.1
GCF_015220235.1,CACNA1A,XP_037674029.1
GCF_902635505.1,CACNA1A,XP_031803534.1
GCF_004329235.1,CACNA1A,XP_028573173.1
GCF_004329235.1,CACNA1A,XP_028573171.1
GCF_000247695.1,CACNA1A,XP_021106099.1
GCF_027887165.1,CACNA1A,XP_007489175.1
GCF_001890085.2,CACNA1A,XP_019519695.1
GCF_000151735.1,CACNA1A,XP_023420218.1
GCF_004329235.1,CACNA1A,XP_028573174.1
GCF_000955945.1,CACNA1A,XP_011949481.1
GCF_028641065.1,CACNA1A,XP_055519979.1
GCF_014570535.1,CACNA1A,XP_036878472.1
GCF_000004195.4,CACNA1A,KAE8620100.1
GCF_020740685.1,CACNA1A,XP_044995353.1
GCF_000004195.4,CACNA1A,XP_031755314.1
GCF_000004195.4,CACNA1A,XP_031755315.1
GCF_000004195.4,CACNA1A,XP_031755313.1
GCF_000004195.4,CACNA1A,XP_031755311.1
GCF_000004195.4,CACNA1A,XP_031755312.1
GCF_000004195.4,CACNA1A,KAE8620102.1
GCF_000004195.4,CACNA1A,XP_031755316.1
GCF_000004195.4,CACNA1A,KAE8620101.1
GCF_000001635.27,CACNA1A,XP_006530668.1
GCF_027744805.1,CACNA1A,XP_054634934.1
GCF_027744805.1,CACNA1A,XP_054634922.1
GCF_027744805.1,CACNA1A,XP_054634917.1
GCF_027744805.1,CACNA1A,XP_054634926.1
GCF_001858045.2,CACNA1A,XP_019215855.2
GCF_027744805.1,CACNA1A,XP_054634916.1
GCF_027744805.1,CACNA1A,XP_054634921.1
GCF_027744805.1,CACNA1A,XP_054616305.1
GCF_027744805.1,CACNA1A,XP_054634925.1
GCF_027744805.1,CACNA1A,XP_054634920.1
GCF_027744805.1,CACNA1A,XP_054634919.1
GCF_027744805.1,CACNA1A,XP_054616301.1
GCF_027744805.1,CACNA1A,XP_054616303.1
GCF_027744805.1,CACNA1A,XP_054634918.1
GCF_000004195.4,CACNA1A,XP_031755317.1
GCF_027744805.1,CACNA1A,XP_054616296.1
GCF_027744805.1,CACNA1A,XP_054634931.1
GCF_027744805.1,CACNA1A,XP_054634915.1
GCF_900408965.1,CACNA1A,XP_039901144.1
GCF_027744805.1,CACNA1A,XP_054616295.1
GCF_027744805.1,CACNA1A,XP_054616289.1
GCF_900408965.1,CACNA1A,XP_039901142.1
GCF_027744805.1,CACNA1A,XP_054616293.1
GCF_027744805.1,CACNA1A,XP_054616287.1
GCF_027744805.1,CACNA1A,XP_054616288.1
GCF_027744805.1,CACNA1A,XP_054634932.1
GCF_027744805.1,CACNA1A,XP_054616286.1
GCF_900408965.1,CACNA1A,XP_039901143.1
GCF_027744805.1,CACNA1A,XP_054634924.1
GCF_900408965.1,CACNA1A,XP_039901135.1
GCF_900408965.1,CACNA1A,XP_039901131.1
GCF_027744805.1,CACNA1A,XP_054616304.1
GCF_027744805.1,CACNA1A,XP_054634923.1
GCF_027744805.1,CACNA1A,XP_054616292.1
GCF_900408965.1,CACNA1A,XP_039901137.1
GCF_900408965.1,CACNA1A,XP_039901139.1
GCF_900408965.1,CACNA1A,XP_039901136.1
GCF_900408965.1,CACNA1A,XP_039901133.1
GCF_027744805.1,CACNA1A,XP_054616294.1
GCF_027744805.1,CACNA1A,XP_054616290.1
GCF_900408965.1,CACNA1A,XP_039901134.1
GCF_900408965.1,CACNA1A,XP_039901132.1
GCF_001858045.2,CACNA1A,XP_025762710.1
GCF_900408965.1,CACNA1A,XP_039909322.1
GCF_001858045.2,CACNA1A,XP_025762709.1
GCF_900408965.1,CACNA1A,XP_039909313.1
GCF_900408965.1,CACNA1A,XP_039909260.1
GCF_001858045.2,CACNA1A,XP_025762704.1
GCF_900408965.1,CACNA1A,XP_039901141.1
GCF_900408965.1,CACNA1A,XP_039901145.1
GCF_900408965.1,CACNA1A,XP_039901140.1
GCF_900408965.1,CACNA1A,XP_039909221.1
GCF_900408965.1,CACNA1A,XP_039909195.1
GCF_001858045.2,CACNA1A,XP_025762703.1
GCF_900408965.1,CACNA1A,XP_039909251.1
GCF_027744805.1,CACNA1A,XP_054634927.1
GCF_900408965.1,CACNA1A,XP_039909241.1
GCF_900408965.1,CACNA1A,XP_039909184.1
GCF_001858045.2,CACNA1A,XP_025762705.1
GCF_900408965.1,CACNA1A,XP_039909213.1
GCF_001858045.2,CACNA1A,XP_025762702.1
GCF_900408965.1,CACNA1A,XP_039909190.1
GCF_027744805.1,CACNA1A,XP_054634933.1
GCF_001858045.2,CACNA1A,XP_025762696.1
GCF_900408965.1,CACNA1A,XP_039909204.1
GCF_001858045.2,CACNA1A,XP_025762700.1
GCF_900408965.1,CACNA1A,XP_039909178.1
GCF_001858045.2,CACNA1A,XP_025762693.1
GCF_001858045.2,CACNA1A,XP_025762701.1
GCF_001858045.2,CACNA1A,XP_025762698.1
GCF_027744805.1,CACNA1A,XP_054616298.1
GCF_001858045.2,CACNA1A,XP_025762695.1
GCF_001858045.2,CACNA1A,XP_025762694.1
GCF_011764305.1,CACNA1A,CAI5675105.1
GCF_001858045.2,CACNA1A,XP_025762692.1
GCF_001858045.2,CACNA1A,XP_019213486.1
GCF_027744805.1,CACNA1A,XP_054634930.1
GCF_001858045.2,CACNA1A,XP_025762706.1
GCF_027744805.1,CACNA1A,XP_054634928.1
GCF_900408965.1,CACNA1A,XP_039909231.1
GCF_900408965.1,CACNA1A,XP_039909247.1
GCF_900408965.1,CACNA1A,XP_039901146.1
GCF_001858045.2,CACNA1A,XP_025762697.1
GCF_001858045.2,CACNA1A,XP_025762699.1
GCF_900408965.1,CACNA1A,XP_039901149.1
GCF_027744805.1,CACNA1A,XP_054616297.1
GCF_900408965.1,CACNA1A,XP_039901148.1
GCF_000001635.27,CACNA1A,EDL10944.1
GCF_900408965.1,CACNA1A,XP_039909287.1
GCF_900408965.1,CACNA1A,XP_039901147.1
GCF_902827165.1,CACNA1A,XP_033986005.1
GCF_001858045.2,CACNA1A,XP_025762708.1
GCF_009762305.2,CACNA1A,XP_035577910.1
GCF_001858045.2,CACNA1A,XP_019213503.1
GCF_900408965.1,CACNA1A,XP_039909304.1
GCF_001858045.2,CACNA1A,XP_019213501.1
GCF_900408965.1,CACNA1A,XP_039909277.1
GCF_001858045.2,CACNA1A,XP_025762707.1
GCF_900408965.1,CACNA1A,XP_039909269.1
GCF_000001635.27,CACNA1A,EDL10943.1
GCF_016699485.2,CACNA1A,XP_046784619.1
GCF_016699485.2,CACNA1A,XP_025011788.2
GCF_016699485.2,CACNA1A,XP_046784617.1
GCF_011764305.1,CACNA1A,CAI5681295.1
GCF_016699485.2,CACNA1A,XP_015134759.3
GCF_016699485.2,CACNA1A,XP_046784616.1
GCF_016699485.2,CACNA1A,XP_015134758.3
GCF_016699485.2,CACNA1A,AAD51821.1
GCF_016699485.2,CACNA1A,XP_046784614.1
GCF_016699485.2,CACNA1A,XP_015134756.3
GCF_016699485.2,CACNA1A,XP_046784610.1
GCF_016699485.2,CACNA1A,XP_025011787.2
GCF_016699485.2,CACNA1A,XP_015134755.3
GCF_016699485.2,CACNA1A,XP_046784612.1
GCF_016699485.2,CACNA1A,NP_989624.2
GCF_016699485.2,CACNA1A,XP_046784607.1
GCF_016699485.2,CACNA1A,XP_015134751.3
GCF_016699485.2,CACNA1A,AAD51815.1
GCF_016699485.2,CACNA1A,XP_046784605.1
GCF_016699485.2,CACNA1A,XP_015134749.3
GCF_016699485.2,CACNA1A,XP_046784618.1
GCF_016699485.2,CACNA1A,XP_015134760.3
GCF_016699485.2,CACNA1A,XP_046784606.1
GCF_016699485.2,CACNA1A,XP_015134750.3
GCF_016699485.2,CACNA1A,XP_046784602.1
GCF_016699485.2,CACNA1A,XP_015134747.3
GCF_016699485.2,CACNA1A,AAD51817.1
GCF_016699485.2,CACNA1A,XP_046784615.1
GCF_016699485.2,CACNA1A,XP_046784608.1
GCF_016699485.2,CACNA1A,XP_015134752.3
GCF_016699485.2,CACNA1A,XP_015134757.3
GCF_016699485.2,CACNA1A,XP_046784611.1
GCF_016699485.2,CACNA1A,XP_015134754.3
GCF_016699485.2,CACNA1A,AAD51819.1
GCF_016699485.2,CACNA1A,XP_046784604.1
GCF_016699485.2,CACNA1A,XP_015134748.3
GCF_016699485.2,CACNA1A,XP_046784609.1
GCF_016699485.2,CACNA1A,XP_015134753.3
GCF_000001635.27,CACNA1A,XP_006530672.1
GCF_004329235.1,CACNA1A,XP_028570528.1
GCF_016699485.2,CACNA1A,XP_046784623.1
GCF_016699485.2,CACNA1A,XP_015134764.3
GCF_016699485.2,CACNA1A,AAD51822.1
GCF_016699485.2,CACNA1A,XP_046784621.1
GCF_016699485.2,CACNA1A,XP_015134762.3
GCF_002099425.1,CACNA1A,XP_020837346.1
GCF_016699485.2,CACNA1A,AAD51816.1
GCF_902635505.1,CACNA1A,XP_031807720.1
GCF_016699485.2,CACNA1A,XP_046784624.1
GCF_016699485.2,CACNA1A,XP_015134765.3
GCF_902635505.1,CACNA1A,XP_031807719.1
GCF_902635505.1,CACNA1A,XP_031807718.1
GCF_016699485.2,CACNA1A,XP_046784620.1
GCF_016699485.2,CACNA1A,XP_015134761.3
GCF_902635505.1,CACNA1A,XP_031807716.1
GCF_000622305.1,CACNA1A,XP_029418411.1
GCF_902635505.1,CACNA1A,XP_031807717.1
GCF_016699485.2,CACNA1A,AAD51818.1
GCF_902635505.1,CACNA1A,XP_031807715.1
GCF_902635505.1,CACNA1A,XP_031807714.1
GCF_028641065.1,CACNA1A,XP_055515929.1
GCF_011100635.1,CACNA1A,XP_036606718.1
GCF_016699485.2,CACNA1A,XP_046784622.1
GCF_902635505.1,CACNA1A,XP_031807710.1
GCF_016699485.2,CACNA1A,XP_015134763.3
GCF_902635505.1,CACNA1A,XP_031807723.1
GCF_902635505.1,CACNA1A,XP_031807712.1
GCF_902635505.1,CACNA1A,XP_031807709.1
GCF_902635505.1,CACNA1A,XP_031807724.1
GCF_902635505.1,CACNA1A,XP_031807708.1
GCF_016699485.2,CACNA1A,AAD51820.1
GCF_902635505.1,CACNA1A,XP_031807727.1
GCF_902635505.1,CACNA1A,XP_031807721.1
GCF_902635505.1,CACNA1A,XP_031807726.1
GCF_002863925.1,CACNA1A,XP_023485292.1
GCF_002863925.1,CACNA1A,XP_023485295.1
GCF_902635505.1,CACNA1A,XP_031807725.1
GCF_002863925.1,CACNA1A,XP_023485294.1
GCF_902635505.1,CACNA1A,XP_031807713.1
GCF_002863925.1,CACNA1A,XP_023485299.1
GCF_002863925.1,CACNA1A,XP_023485293.1
GCF_002863925.1,CACNA1A,XP_023485300.1
GCF_017639785.1,CACNA1A,XP_005083794.1
GCF_002863925.1,CACNA1A,XP_023485290.1
GCF_002863925.1,CACNA1A,XP_023485289.1
GCF_002863925.1,CACNA1A,XP_023485291.1
GCF_002863925.1,CACNA1A,XP_023485286.1
GCF_002863925.1,CACNA1A,XP_023485284.1
GCF_000090745.2,CACNA1A,XP_016853189.1
GCF_001858045.2,CACNA1A,XP_025767723.1
GCF_002863925.1,CACNA1A,XP_023485285.1
GCF_002863925.1,CACNA1A,XP_023485288.1
GCF_900408965.1,CACNA1A,XP_039875382.1
GCF_002863925.1,CACNA1A,XP_023485283.1
GCF_003426925.1,CACNA1A,XP_026270954.1
GCF_900408965.1,CACNA1A,XP_039875373.1
GCF_001858045.2,CACNA1A,XP_025767722.1
GCF_003426925.1,CACNA1A,XP_026270955.1
GCF_000955945.1,CACNA1A,XP_011904337.1
GCF_900408965.1,CACNA1A,XP_039875374.1
GCF_900408965.1,CACNA1A,XP_039875371.1
GCF_001858045.2,CACNA1A,XP_025767715.1
GCF_900408965.1,CACNA1A,XP_039875367.1
GCF_009762305.2,CACNA1A,XP_035579452.1
GCF_900408965.1,CACNA1A,XP_039875370.1
GCF_021288785.2,CACNA1A,XP_054365507.1
GCF_009762305.2,CACNA1A,XP_035579449.1
GCF_000001635.27,CACNA1A,NP_001035993.1
GCF_900408965.1,CACNA1A,XP_039875369.1
GCF_001858045.2,CACNA1A,XP_025767712.1
GCF_001858045.2,CACNA1A,XP_025767717.1
GCF_900408965.1,CACNA1A,XP_039875368.1
GCF_009762305.2,CACNA1A,XP_035579448.1
GCF_001858045.2,CACNA1A,XP_025767707.1
GCF_000001635.27,CACNA1A,XP_006497696.1
GCF_009762305.2,CACNA1A,XP_035579451.1
GCF_900408965.1,CACNA1A,XP_039875366.1
GCF_009762305.2,CACNA1A,XP_035579450.1
GCF_000001635.27,CACNA1A,XP_006497695.1
GCF_001858045.2,CACNA1A,XP_025767714.1
GCF_000001635.27,CACNA1A,XP_017170645.1
GCF_000001635.27,CACNA1A,XP_006497697.1
GCF_009762305.2,CACNA1A,XP_035579445.1
GCF_009762305.2,CACNA1A,XP_035579447.1
GCF_001858045.2,CACNA1A,XP_025767713.1
GCF_001858045.2,CACNA1A,XP_025767705.1
GCF_000001635.27,CACNA1A,XP_006497694.1
GCF_027744805.1,CACNA1A,XP_054616300.1
GCF_000001635.27,CACNA1A,XP_017170635.1
GCF_000001635.27,CACNA1A,XP_006497693.1
GCF_009762305.2,CACNA1A,XP_035579441.1
GCF_000001635.27,CACNA1A,XP_017170630.1
GCF_001858045.2,CACNA1A,XP_025767709.1
GCF_009762305.2,CACNA1A,XP_035579440.1
GCF_001858045.2,CACNA1A,XP_025767711.1
GCF_001858045.2,CACNA1A,XP_025767706.1
GCF_000001635.27,CACNA1A,XP_017170629.1
GCF_001858045.2,CACNA1A,XP_025767716.1
GCF_009762305.2,CACNA1A,XP_035579444.1
GCF_001858045.2,CACNA1A,XP_025767710.1
GCF_023159225.1,CACNA1A,XP_048203173.1
GCF_900408965.1,CACNA1A,XP_039875372.1
GCF_000001635.27,CACNA1A,XP_006497689.1
GCF_018350175.1,CACNA1A,XP_023098937.1
GCF_009762305.2,CACNA1A,XP_035579439.1
GCF_018350175.1,CACNA1A,XP_023098934.1
GCF_009762305.2,CACNA1A,XP_035579438.1
GCF_011100685.1,CACNA1A,XP_038533725.1
GCF_001858045.2,CACNA1A,XP_025767708.1
GCF_009762305.2,CACNA1A,XP_035579443.1
GCF_000001635.27,CACNA1A,XP_006497691.1
GCF_000001635.27,CACNA1A,XP_006497692.1
GCF_009762305.2,CACNA1A,XP_035579442.1
GCF_000001635.27,CACNA1A,XP_006497690.1
GCF_001858045.2,CACNA1A,XP_025767704.1
GCF_011100685.1,CACNA1A,XP_038469429.1
GCF_011100685.1,CACNA1A,XP_038469436.1
GCF_018350175.1,CACNA1A,XP_023098936.1
GCF_018350175.1,CACNA1A,XP_023098933.1
GCF_018350175.1,CACNA1A,XP_023098935.1
GCF_018350175.1,CACNA1A,XP_023098931.1
GCF_011100685.1,CACNA1A,XP_038533727.1
GCF_018350175.1,CACNA1A,XP_023098932.1
GCF_018350175.1,CACNA1A,XP_023098929.1
GCF_014108235.1,CACNA1A,XP_036162872.1
GCF_018350175.1,CACNA1A,XP_023098925.1
GCF_011100685.1,CACNA1A,XP_038533726.1
GCF_018350175.1,CACNA1A,XP_023098924.1
GCF_009762305.2,CACNA1A,XP_035579446.1
GCF_014108235.1,CACNA1A,KAF6269005.1
GCF_018350175.1,CACNA1A,XP_023098927.1
GCF_018350175.1,CACNA1A,XP_023098926.1
GCF_018350175.1,CACNA1A,XP_023098923.1
GCF_018350175.1,CACNA1A,XP_023098921.1
GCF_015220235.1,CACNA1A,XP_037707101.1
GCF_015852505.1,CACNA1A,XP_038623739.1
GCF_023065955.2,CACNA1A,XP_026345616.1
GCF_014108235.1,CACNA1A,KAF6269004.1
